Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Alt Text,Gift Card
puzzlebuckethat-1,Puzzle Bucket Hat,"<div style=""margin: 0px; padding: 0px; border: 0px; font-family: Helvetica; font-size: 12px; vertical-align: baseline;"">&bull; Brass eyelets.&nbsp;</div>
<div style=""margin: 0px; padding: 0px; border: 0px; font-family: Helvetica; font-size: 12px; vertical-align: baseline;"">&bull; Fully fused fabric to ensure the shape.</div>
<div style=""margin: 0px; padding: 0px; border: 0px; font-family: Helvetica; font-size: 12px; vertical-align: baseline;"">&bull; 100% cotton.</div>
<div style=""margin: 0px; padding: 0px; border: 0px; font-family: Helvetica; font-size: 12px; vertical-align: baseline;"">&bull; Hat diameter 61.50mm / 24 inches.&nbsp;</div>
<div style=""margin: 0px; padding: 0px; border: 0px; font-family: Helvetica; font-size: 12px; vertical-align: baseline;"">&nbsp;</div>
<div style=""margin: 0px; padding: 0px; border: 0px; font-family: Helvetica; font-size: 12px; vertical-align: baseline;""><span style=""margin: 0px; padding: 0px; border: 0px; font-family: inherit; font-size: inherit; font-style: inherit; font-variant: inherit; font-weight: inherit; line-height: inherit; vertical-align: baseline;"">NOTE:</span>&nbsp;Patterns vary on each hat.</div>",Lots of Spirit,Headwear,"buckethat, hats, headwear, LOS, lotsofspirit",true,Title,Default,,,,,10665,0,shopify,4,deny,manual,49.00,,true,true,,http://cdn.shopify.com/s/files/1/0421/6877/products/8ce4d2926eb35e445d315b31b7b05b7902c92a08_bf266855-53c6-4996-ada4-6d198ac8c999.jpeg?v=1396821827,,false
quiltedcrew,Quilted Crew,,DMRP,Sweaters,"crew, DMRP, jumper",true,Size,Medium,Color,Grey,,,10395,0,shopify,1,deny,manual,129.90,,true,true,,http://cdn.shopify.com/s/files/1/0421/6877/products/dc5ede81f5d19887921a95d6ee6f20416f0c63a1.jpeg?v=1396821829,,false
quiltedcrew,,,,,,,Size,Large,Color,Grey,,,10396,0,shopify,0,deny,manual,129.90,,true,true,,,,
quiltedcrew,,,,,,,Size,Extra Large,Color,Grey,,,10397,0,shopify,1,deny,manual,129.90,,true,true,,,,
red13satchel,"Red 13"" Satchel","<h5 class=""font_5"" style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; background-color: transparent; font-weight: normal; font-size: 14px; font-family: 'open sans', sans-serif; color: #303030;""><span class=""color_2"" style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; background-color: transparent; color: #000000; background-position: initial initial; background-repeat: initial initial;"">Red 13"" leather satchel</span></h5>
<p class=""font_9"" style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; background-color: transparent; font-size: 12px; font-family: georgia, palatino, 'book antiqua', 'palatino linotype', serif; color: #303030;""><span style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; background-color: transparent; font-family: Times, 'Times New Roman', serif; background-position: initial initial; background-repeat: initial initial;"">​</span></p>
<p class=""font_9"" style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; background-color: transparent; font-size: 12px; font-family: georgia, palatino, 'book antiqua', 'palatino linotype', serif; color: #303030;"">Thick As Thieves 13 inch satchel is a beautiful combination of quality and craftsmanship, ensuring it will look as good in years to come as the day you first wear it. There is a spacious handy front pocket for smaller items such as your phone and keys and a main compartment with room&nbsp;for an iPad, magazine and any other&nbsp;essentials. The strap is detachable turning your&nbsp;satchel into a briefcase for a different look.&nbsp;<br /><br /><span style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; background-color: transparent; font-family: Georgia, serif; line-height: 1.4em; background-position: initial initial; background-repeat: initial initial;"">FEATURES</span></p>
<p class=""font_9"" dir=""rtl"" style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; background-color: transparent; font-size: 12px; line-height: 1.4em; font-family: georgia, palatino, 'book antiqua', 'palatino linotype', serif; color: #303030;"">&nbsp;</p>
<ul class=""font_9"" style=""margin: 0px 0px 0px 0.5em; padding: 0px 0px 0px 1.3em; border: 0px; outline: 0px; vertical-align: baseline; background-color: transparent; list-style-position: initial; list-style-image: initial; font-size: 12px; font-family: georgia, palatino, 'book antiqua', 'palatino linotype', serif; color: #303030;"">
<li style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; background-color: transparent; color: inherit; font-size: inherit; font-family: inherit; font-style: inherit; line-height: inherit;"">
<p class=""font_9"" dir=""ltr"" style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; background-color: transparent; line-height: 1.4em;""><span style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; background-color: transparent; line-height: 1.4em; background-position: initial initial; background-repeat: initial initial;"">Handmade from 100%&nbsp;leather</span></p>
</li>
<li style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; background-color: transparent; color: inherit; font-size: inherit; font-family: inherit; font-style: inherit; line-height: inherit;"">
<p class=""font_9"" dir=""ltr"" style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; background-color: transparent; line-height: 1.4em;""><span style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; background-color: transparent; line-height: 1.4em; background-position: initial initial; background-repeat: initial initial;"">Adjustable &amp; detachable shoulder strap</span></p>
</li>
<li style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; background-color: transparent; color: inherit; font-size: inherit; font-family: inherit; font-style: inherit; line-height: inherit;"">
<p class=""font_9"" style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; background-color: transparent; line-height: 1.4em;""><span style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; background-color: transparent; line-height: 1.4em; background-position: initial initial; background-repeat: initial initial;"">Handy front pocket for phone &amp; keys</span></p>
</li>
<li style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; background-color: transparent; color: inherit; font-size: inherit; font-family: inherit; font-style: inherit; line-height: inherit;"">
<p class=""font_9"" style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; background-color: transparent; line-height: 1.4em;""><span style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; background-color: transparent; line-height: 1.4em; background-position: initial initial; background-repeat: initial initial;"">Top handle for that briefcase look</span></p>
</li>
<li style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; background-color: transparent; color: inherit; font-size: inherit; font-family: inherit; font-style: inherit; line-height: inherit;"">
<p class=""font_9"" style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; background-color: transparent; line-height: 1.4em;""><span style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; background-color: transparent; line-height: 1.4em; background-position: initial initial; background-repeat: initial initial;"">Longest strap length: 55cm*</span></p>
</li>
<li style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; background-color: transparent; color: inherit; font-size: inherit; font-family: inherit; font-style: inherit; line-height: inherit;"">
<p class=""font_9"" style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; background-color: transparent; line-height: 1.4em;""><span style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; background-color: transparent; line-height: 1.4em; background-position: initial initial; background-repeat: initial initial;"">Shortest strap length: 45cm*</span></p>
</li>
<li style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; background-color: transparent; color: inherit; font-size: inherit; font-family: inherit; font-style: inherit; line-height: inherit;"">
<p class=""font_9"" style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; background-color: transparent; line-height: 1.4em;""><span style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; background-color: transparent; line-height: 1.4em; background-position: initial initial; background-repeat: initial initial;"">Inside dimensions: W: 30cm &nbsp;D:7cm H:&nbsp;22cm</span></p>
</li>
</ul>",Thick As Thieves,Bags,"bags, leather, satchels, thickasthieves",true,Title,Default,,,,,10484,0,shopify,1,deny,manual,229.00,,true,true,,http://cdn.shopify.com/s/files/1/0421/6877/products/e9aca10dd3ea00fbc6531d2aecdff778ef6162e5.jpeg?v=1396821830,,false
reda5,Red A5 Notebook,"<p><span style=""font-family: Arial, Helvetica, sans-serif; font-size: 12px;"">Paperback A5 Notebook Cover: 260gsm Inner pages: 100gsm 56 pages Sewn Stitching</span></p>",Frank Stationery,Stationery,"frank, notebooks, oneforone, stationery",true,Title,Default,,,,,10633,0,shopify,5,deny,manual,9.00,,true,true,,http://cdn.shopify.com/s/files/1/0421/6877/products/734c5442acdfcbbca634ee2c4d277af547628a1a.jpeg?v=1396821831,,false
redpolkadot5panel,Red Polka Dot 5 Panel,"<div style=""margin: 0px; padding: 0px; border: 0px; font-family: Helvetica; font-size: 12px; vertical-align: baseline;"">&bull; Adjustable leather strap with metal buckle.&nbsp;</div>
<div style=""margin: 0px; padding: 0px; border: 0px; font-family: Helvetica; font-size: 12px; vertical-align: baseline;"">&bull; Silver eyelets.&nbsp;</div>
<div style=""margin: 0px; padding: 0px; border: 0px; font-family: Helvetica; font-size: 12px; vertical-align: baseline;"">&bull; Fully fused fabric to ensure the shape.</div>
<div style=""margin: 0px; padding: 0px; border: 0px; font-family: Helvetica; font-size: 12px; vertical-align: baseline;"">&bull; 100% cotton.</div>
<div style=""margin: 0px; padding: 0px; border: 0px; font-family: Helvetica; font-size: 12px; vertical-align: baseline;"">&nbsp;</div>
<div style=""margin: 0px; padding: 0px; border: 0px; font-family: Helvetica; font-size: 12px; vertical-align: baseline;""><span style=""margin: 0px; padding: 0px; border: 0px; font-family: inherit; font-size: inherit; font-style: inherit; font-variant: inherit; font-weight: inherit; line-height: inherit; vertical-align: baseline;"">NOTE:</span>&nbsp;Patterns vary on each hat.</div>",Lots of Spirit,Headwear,"5panel, caps, hats, LOS, lotsofspirit, polkadots",true,Title,Default,,,,,10779,0,shopify,1,deny,manual,49.00,,true,true,,http://cdn.shopify.com/s/files/1/0421/6877/products/d7696a0b1db300f4b39ecb5165b00ed8287bedd0.jpeg?v=1396821834,,false
redpolkadot5panel-1,Red Polka Dot 5 Panel,"<div style=""margin: 0px; padding: 0px; border: 0px; font-family: Helvetica; font-size: 12px; vertical-align: baseline;"">&bull; Adjustable leather strap with metal buckle.&nbsp;</div>
<div style=""margin: 0px; padding: 0px; border: 0px; font-family: Helvetica; font-size: 12px; vertical-align: baseline;"">&bull; Silver eyelets.&nbsp;</div>
<div style=""margin: 0px; padding: 0px; border: 0px; font-family: Helvetica; font-size: 12px; vertical-align: baseline;"">&bull; Fully fused fabric to ensure the shape.</div>
<div style=""margin: 0px; padding: 0px; border: 0px; font-family: Helvetica; font-size: 12px; vertical-align: baseline;"">&bull; 100% cotton.</div>
<div style=""margin: 0px; padding: 0px; border: 0px; font-family: Helvetica; font-size: 12px; vertical-align: baseline;"">&nbsp;</div>
<div style=""margin: 0px; padding: 0px; border: 0px; font-family: Helvetica; font-size: 12px; vertical-align: baseline;""><span style=""margin: 0px; padding: 0px; border: 0px; font-family: inherit; font-size: inherit; font-style: inherit; font-variant: inherit; font-weight: inherit; line-height: inherit; vertical-align: baseline;"">NOTE:</span>&nbsp;Patterns vary on each hat.</div>",Lots of Spirit,Headwear,"5panel, caps, hats, LOS, lotsofspirit, polkadots",true,Title,Default,,,,,10779,0,shopify,4,deny,manual,49.00,,true,true,,http://cdn.shopify.com/s/files/1/0421/6877/products/d7696a0b1db300f4b39ecb5165b00ed8287bedd0_b9d92854-0137-43db-b7be-13d32698bbf5.jpeg?v=1396821836,,false
navyredpencilcase,Red/Blue Pencil Case,"<p><span style=""font-family: Arial, Helvetica, sans-serif; font-size: 12px;"">Constructed with strong 600D polyester Nylon Zips Fully Lined Leather Handle &nbsp;</span></p>",Frank Stationery,Stationery,"frank, oneforone, pencilcase, stationery",true,Title,Default,,,,,10757,0,shopify,2,deny,manual,15.00,,true,true,,http://cdn.shopify.com/s/files/1/0421/6877/products/bf27f00786d3084f786d656632bf4fe367e93f1b.jpeg?v=1396821837,,false
rosehallshorts,Rosehall Shorts,"<p style=""box-sizing: border-box; margin: 0px 0px 10px; padding: 0px; border: 0px; font-family: 'Open Sans', sans-serif; font-size: 12px; line-height: 21px; vertical-align: baseline; color: #444444;"">Falv&eacute; shorts have a tailored yet relaxed cut.&nbsp;The Rosehall shorts are made from a durable polycotton spandex blended cloth.</p>
<p style=""box-sizing: border-box; margin: 0px 0px 10px; padding: 0px; border: 0px; font-family: 'Open Sans', sans-serif; font-size: 12px; line-height: 21px; vertical-align: baseline; color: #444444;"">The spandex gives stretch for a very easy and comfortable fit, whilst still having the tailored look.</p>
<p style=""box-sizing: border-box; margin: 0px 0px 10px; padding: 0px; border: 0px; font-family: 'Open Sans', sans-serif; font-size: 12px; line-height: 21px; vertical-align: baseline; color: #444444;""><em style=""box-sizing: border-box; margin: 0px; padding: 0px; border: 0px; font-family: inherit; font-size: inherit; font-variant: inherit; line-height: inherit; vertical-align: baseline;"">Crafted in New Zealand.</em></p>",Falvé,Shorts,"falve, menswear, shorts",true,Size,30,,,,,10280,0,shopify,1,deny,manual,240.00,,true,true,,http://cdn.shopify.com/s/files/1/0421/6877/products/2ec84e451435b93ab1862b88b77c47bc073b47e3.jpeg?v=1396821838,,false
rosehallshorts,,,,,,,Size,32,,,,,10281,0,shopify,1,deny,manual,240.00,,true,true,,,,
rosehallshorts,,,,,,,Size,34,,,,,10282,0,shopify,1,deny,manual,240.00,,true,true,,,,
rosehallshorts,,,,,,,Size,36,,,,,10283,0,shopify,1,deny,manual,240.00,,true,true,,,,
sandersonsnapback,Sanderson Snapback,"<div style=""margin: 0px; padding: 0px; border: 0px; font-family: Helvetica; font-size: 12px; vertical-align: baseline;"">&bull; Adjustable snapback.&nbsp;</div>
<div style=""margin: 0px; padding: 0px; border: 0px; font-family: Helvetica; font-size: 12px; vertical-align: baseline;"">&bull; 100% cotton.</div>
<div style=""margin: 0px; padding: 0px; border: 0px; font-family: Helvetica; font-size: 12px; vertical-align: baseline;"">&nbsp;</div>
<div style=""margin: 0px; padding: 0px; border: 0px; font-family: Helvetica; font-size: 12px; vertical-align: baseline;""><span style=""margin: 0px; padding: 0px; border: 0px; font-family: inherit; font-size: inherit; font-style: inherit; font-variant: inherit; font-weight: inherit; line-height: inherit; vertical-align: baseline;"">NOTE:</span>&nbsp;Patterns vary on each hat.</div>",Lots of Spirit,Headwear,"caps, hats, LOS, snapback, summer",true,Title,Default,,,,,10775,0,shopify,3,deny,manual,49.00,,true,true,,http://cdn.shopify.com/s/files/1/0421/6877/products/564a679cb7b8003dfee629edc24a94cb8bee7c22.jpeg?v=1396821840,,false
sauvage5panel,Sauvage 5 Panel,"<div style=""margin: 0px; padding: 0px; border: 0px; font-family: Helvetica; font-size: 12px; vertical-align: baseline;"">&nbsp;</div>
<div style=""margin: 0px; padding: 0px; border: 0px; font-family: Helvetica; font-size: 12px; vertical-align: baseline;"">&bull; Adjustable leather strap with metal buckle.&nbsp;</div>
<div style=""margin: 0px; padding: 0px; border: 0px; font-family: Helvetica; font-size: 12px; vertical-align: baseline;"">&bull; Brass eyelets.&nbsp;</div>
<div style=""margin: 0px; padding: 0px; border: 0px; font-family: Helvetica; font-size: 12px; vertical-align: baseline;"">&bull; Fully fused fabric to ensure the shape.</div>
<div style=""margin: 0px; padding: 0px; border: 0px; font-family: Helvetica; font-size: 12px; vertical-align: baseline;"">&bull; 100% cotton.</div>
<div style=""margin: 0px; padding: 0px; border: 0px; font-family: Helvetica; font-size: 12px; vertical-align: baseline;"">&nbsp;</div>
<div style=""margin: 0px; padding: 0px; border: 0px; font-family: Helvetica; font-size: 12px; vertical-align: baseline;""><span style=""margin: 0px; padding: 0px; border: 0px; font-family: inherit; font-size: inherit; font-style: inherit; font-variant: inherit; font-weight: inherit; line-height: inherit; vertical-align: baseline;"">NOTE:</span>&nbsp;Patterns vary on each hat.</div>",Lots of Spirit,Headwear,"5panel, animals, caps, hats, LOS, lotsofspirit",true,Title,Default,,,,,10782,0,shopify,4,deny,manual,49.00,,true,true,,http://cdn.shopify.com/s/files/1/0421/6877/products/7bec6a31327bc4e7563443740c3bcda73c1fd65b.jpeg?v=1396821842,,false
shirt-1,Shirt 1,,The Unknown Collective Customizable,Customizable,Garment,true,Title,Default Title,,,,,10,1000,,1,deny,manual,30.00,,true,true,,http://cdn.shopify.com/s/files/1/0421/6877/products/PastedGraphic-1_1.jpg?v=1398822716,,false
shirt-2,Shirt 2,"",The Unknown Collective Customizable,Customizable,Garment,true,Title,Default Title,,,,,10,1000,,1,deny,manual,30.00,,true,true,,http://cdn.shopify.com/s/files/1/0421/6877/products/PastedGraphic-2.jpg?v=1398822805,,false
shirt-3,Shirt 3,"",The Unknown Collective Customizable,Customizable,Garment,true,Title,Default Title,,,,,10,1000,,1,deny,manual,30.00,,true,true,,http://cdn.shopify.com/s/files/1/0421/6877/products/PastedGraphic-3.jpg?v=1398822842,,false
shirt-4,Shirt 4,"",The Unknown Collective Customizable,Customizable,Garment,true,Title,Default Title,,,,,10,1000,,1,deny,manual,30.00,,true,true,,http://cdn.shopify.com/s/files/1/0421/6877/products/PastedGraphic-4.jpg?v=1398829248,,false
shirt-5,Shirt 5,"",The Unknown Collective Customizable,Customizable,"Garment, sleeveless",true,Title,Default Title,,,,,10,1000,,1,deny,manual,30.00,,true,true,,http://cdn.shopify.com/s/files/1/0421/6877/products/PastedGraphic-5.jpg?v=1398829042,,false
shirt-6,Shirt 6,"",The Unknown Collective Customizable,Customizable,"Garment, sleeveless",true,Title,Default Title,,,,,10,1000,,1,deny,manual,30.00,,true,true,,http://cdn.shopify.com/s/files/1/0421/6877/products/PastedGraphic-6.jpg?v=1399518818,,false
shirt-6,,,,,,,Title,,,,,,,,,,,,,,,,,http://cdn.shopify.com/s/files/1/0421/6877/products/Pocket.White.PNG?v=1399518818,,
shirt-6,,,,,,,Title,,,,,,,,,,,,,,,,,http://cdn.shopify.com/s/files/1/0421/6877/products/Pocket.Material_2.PNG?v=1399518818,,
shroudedvest,Shrouded Vest,"<p class=""p1"">Fit in with the crowd like an indie at a hip hop club in this black sleeveless hooded vest number. Perfect to wear over t-shirts or under jumpers and jackets in the cooler months.&nbsp; Contrasting back facing in rodeo print, only to be seen by the wearer.</p>
<p class=""p1"">&nbsp;</p>
<p class=""p1"">COMPOSITION:&nbsp;71% Polyester 23% Viscose 6% Spandex</p>
<p class=""p1"">CARE INSTRUCTIONS: Machine wash</p>
<p>&nbsp;</p>
<p class=""p1"">WORN WITH: Abbey Road Tee and Sundance Shorts</p>",The Oblivious,Jackets & Outerwear,"fashion, menswear, theoblivious, vest",true,Size,Medium,,,,,10976,0,shopify,1,deny,manual,159.00,,true,true,,http://cdn.shopify.com/s/files/1/0421/6877/products/b6135a7ccde8f7faa4310d33992d16dbd4ea9ab7.jpeg?v=1396821844,,false
shroudedvest,,,,,,,Size,Large,,,,,10977,0,shopify,1,deny,manual,159.00,,true,true,,,,
shygirltopblack,Shy Girl Top Black,"<div class=""page"" title=""Page 1"">
<div class=""section"">
<div class=""layoutArea"">
<div class=""column"">
<p><span style=""font-size: 11pt; font-family: HelveticaNeue;"">Beautifully soft cotton blend cropped top with chest panel detail and full length enclosed back zip&nbsp;</span></p>
</div>
</div>
</div>
</div>",Twiceshy the Label,Ladies Tops,"black, croptop, ladies, resortwear, twiceshy",true,Size,6,,,,,10015,0,shopify,0,deny,manual,90.00,,true,true,,http://cdn.shopify.com/s/files/1/0421/6877/products/62773247b7572995cf92d42dbaba992a4b4194f5.jpeg?v=1396821846,,false
shygirltopblack,,,,,,,Size,8,,,,,10016,0,shopify,0,deny,manual,90.00,,true,true,,,,
shygirltopblack,,,,,,,Size,10,,,,,10017,0,shopify,1,deny,manual,90.00,,true,true,,,,
shygirltopblack,,,,,,,Size,12,,,,,10018,0,shopify,1,deny,manual,90.00,,true,true,,,,
shygirltopwhite,Shy Girl Top White,"<p><span style=""font-family: Helvetica; font-size: medium;"">Twiceshy Shy Girl Top in White. Sleeveless fitted bodice top with high neckline, and panel detailing. Hemline falls to mid waist, invisible zip closure at centre back. Fabric is Cotton Blend. Available in Black and White. Standard Sizing. Model is 173cm and wears NZ size 8.</span></p>",Twiceshy the Label,Ladies Tops,"croptop, ladies, twiceshy",true,Size,6,,,,,10011,0,shopify,1,deny,manual,90.00,,true,true,,http://cdn.shopify.com/s/files/1/0421/6877/products/07b6a460c6a04c8275636881c4150892252f32db.jpeg?v=1396821849,,false
shygirltopwhite,,,,,,,Size,8,,,,,10012,0,shopify,0,deny,manual,90.00,,true,true,,,,
shygirltopwhite,,,,,,,Size,10,,,,,10013,0,shopify,1,deny,manual,90.00,,true,true,,,,
shygirltopwhite,,,,,,,Size,12,,,,,10014,0,shopify,1,deny,manual,90.00,,true,true,,,,
silverfoxbowtie,Silver Fox Bow Tie,"<p><span style=""color: #444444; font-family: 'Open Sans', sans-serif; font-size: 12px; line-height: 21px;"">The Silver Fox is a self-tie bow tie.&nbsp;It&rsquo;s made from a poly&ndash;cotton blend cloth and comes in a custom box with tying instructions. The size is adjustable.</span></p>
<p><i style=""box-sizing: border-box; margin: 0px; padding: 0px; border: 0px; font-family: 'Open Sans', sans-serif; font-size: 12px; line-height: 21px; vertical-align: baseline; color: #444444;"">Crafted in New Zealand.</i></p>",Falvé,Bow Ties,"bowtie, classy, falve, menswear, silverfox",true,Title,Default,,,,,10618,0,shopify,1,deny,manual,60.00,,true,true,,http://cdn.shopify.com/s/files/1/0421/6877/products/6bdb78b26fe7e9558f294d9d992137b9c393c47a.jpeg?v=1396821850,,false
singledonutzbracelet,Single Donutz Bracelet,"<p style=""margin: 0px 0px 11px; font-size: 12px; font-family: 'Helvetica Neue'; color: #474747;"">Cute as lil donut bracelet.&nbsp;</p>
<p style=""margin: 0px 0px 11px; font-size: 12px; font-family: 'Helvetica Neue'; color: #474747;"">Mix em match em stack em!!</p>
<p style=""margin: 0px 0px 11px; font-size: 12px; font-family: 'Helvetica Neue'; color: #474747;"">Homer Simpson's favorite!!</p>
<p style=""margin: 0px 0px 11px; font-size: 12px; font-family: 'Helvetica Neue'; color: #474747;"">Individually handmade in NZ on super strong clear elastic with cute lil star charm and glass beads.</p>
<p>&nbsp;</p>
<p style=""margin: 0px 0px 11px; font-size: 12px; font-family: 'Helvetica Neue'; color: #474747;"">Available in Lilac with mint bones, Pink with white bones and Mint with barbie pink bones.</p>",Bedrock Bones,Jewellery,"bedrock, bones, bracelet, donuts, junkfood",true,Colour,Pink with white bones,,,,,10149,0,shopify,1,deny,manual,35.00,,true,true,,http://cdn.shopify.com/s/files/1/0421/6877/products/78a5b07f9286e8fb8f8fd21bb0ad936b12fa39de.jpeg?v=1396821852,,false
singledonutzbracelet,,,,,,,Colour,Mint with barbie pink bones,,,,,10150,0,shopify,1,deny,manual,35.00,,true,true,,,,
singledonutzbracelet,,,,,,,Colour,Lilac with mint bones,,,,,10151,0,shopify,0,deny,manual,35.00,,true,true,,,,
skeletontee,Skeleton Tee,<p>Handprinted back design.<br />Embroidered front design.</p>,Temple Design,T-Shirts,"handprinted, skeleton, tattoo, tee, templedesign",true,Size,Small,,,,,10953,0,shopify,3,deny,manual,49.00,,true,true,,http://cdn.shopify.com/s/files/1/0421/6877/products/ea237afefe07332f5f0470780ca4a144a4ef93e9.jpeg?v=1396821855,,false
skeletontee,,,,,,,Size,Medium,,,,,10954,0,shopify,2,deny,manual,49.00,,true,true,,,,
skeletontee,,,,,,,Size,Large,,,,,10955,0,shopify,0,deny,manual,49.00,,true,true,,,,
slackpackduffleblackmaroon,Slackpack Duffle Black/Maroon,"<p><span style=""color: #333333; font-family: 'lucida grande', tahoma, verdana, arial, sans-serif; font-size: 13px; line-height: 18px; text-align: center;"">The duffle bag; originally used to carry luggage or sports equipment, and often used by military personnel.</span></p>
<p><span style=""color: #333333; font-family: 'lucida grande', tahoma, verdana, arial, sans-serif; font-size: 13px; line-height: 18px; text-align: center;"">Made from genuine Leather &amp; suede.</span></p>
<p><span style=""color: #333333; font-family: 'lucida grande', tahoma, verdana, arial, sans-serif; font-size: 13px; line-height: 18px; text-align: center;"">Due to the nature of the materials used to craft our slackpack duffles, this may result tansfer of colour to light garments within the first few wears.</span></p>",d̶̶i̶̶s̶̶h̶̶o̶̶n̶̶e̶̶s̶̶t̶ want,Bags,"bags, dishonestwant, duffle, luggage, maroon",true,Title,Default,,,,,10263,0,shopify,1,deny,manual,160.00,,true,true,,http://cdn.shopify.com/s/files/1/0421/6877/products/22852d938ffea574b46cdb7833bb864ef52ed4b5.jpeg?v=1396821857,,false
slackpackdufflenavytan,Slackpack Duffle Navy/Tan,"<p><span style=""color: #333333; font-family: 'lucida grande', tahoma, verdana, arial, sans-serif; font-size: 13px; line-height: 18px; text-align: center;"">The duffle bag; originally used to carry luggage or sports equipment, and often used by military personnel.</span></p>
<p><span style=""color: #333333; font-family: 'lucida grande', tahoma, verdana, arial, sans-serif; font-size: 13px; line-height: 18px; text-align: center;"">Made from genuine Leather &amp; suede.</span></p>
<p><span style=""color: #333333; font-family: 'lucida grande', tahoma, verdana, arial, sans-serif; font-size: 13px; line-height: 18px; text-align: center;"">Due to the nature of the materials used to craft our slackpack duffles, this may result tansfer of colour to light garments within the first few wears.</span></p>",d̶̶i̶̶s̶̶h̶̶o̶̶n̶̶e̶̶s̶̶t̶ want,Bags,"bags, dishonestwant, duffle, luggage",true,Title,Default,,,,,10262,0,shopify,0,deny,manual,160.00,,true,true,,http://cdn.shopify.com/s/files/1/0421/6877/products/9df346440584a3f3045aa8a5b288367bfbcfa49c.jpeg?v=1396821859,,false
slackpackduffletancharcoal,Slackpack Duffle Tan/Charcoal,"<p><span style=""color: #333333; font-family: 'lucida grande', tahoma, verdana, arial, sans-serif; font-size: 13px; line-height: 18px; text-align: center;"">The duffle bag; originally used to carry luggage or sports equipment, and often used by military personnel.</span></p>
<p><span style=""color: #333333; font-family: 'lucida grande', tahoma, verdana, arial, sans-serif; font-size: 13px; line-height: 18px; text-align: center;"">Made from genuine Leather &amp; suede.</span></p>
<p><span style=""color: #333333; font-family: 'lucida grande', tahoma, verdana, arial, sans-serif; font-size: 13px; line-height: 18px; text-align: center;"">Due to the nature of the materials used to craft our slackpack duffles, this may result tansfer of colour to light garments within the first few wears.</span></p>",d̶̶i̶̶s̶̶h̶̶o̶̶n̶̶e̶̶s̶̶t̶ want,Bags,"bags, dishonestwant, duffle, luggage",true,Title,Default,,,,,10261,0,shopify,0,deny,manual,160.00,,true,true,,http://cdn.shopify.com/s/files/1/0421/6877/products/492ab7c0580882dd43b67a43a034d2d59c01e7da.jpeg?v=1396821862,,false
